TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,TRPTRANS,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
7403,1508,1,3,1200,0.324,1,2,HBSHOP,2,2,1,3,NY,1,1,1,3,2,1,2,1,10,45,1,S,S,3000,3000,WALK
7404,1508,1,4,1300,0.324,1,2,HBSHOP,2,2,1,3,NY,1,1,1,3,2,1,2,1,10,45,1,S,S,3000,3000,WALK
7405,1509,1,1,845,0.289,1,2,NHB,4,2,1,-7,NY,0,9,1,5,2,1,5,2,10,76,2,U,U,30000,30000,WALK
7406,1509,1,2,1045,0.433,1,2,NHB,4,2,1,-7,NY,0,9,1,5,2,1,5,2,3,76,2,U,U,30000,30000,WALK
7407,1509,1,3,1100,0.571,1,2,NHB,4,2,1,-7,NY,0,9,1,5,2,1,5,2,4,76,2,U,U,30000,30000,WALK
7408,1509,1,4,1110,0.045,1,2,NHB,4,2,1,-7,NY,0,9,1,5,2,1,5,2,4,76,2,U,U,30000,30000,WALK
7409,1509,1,5,1410,0.57,1,2,NHB,4,2,1,-7,NY,0,9,1,5,2,1,5,2,8,76,2,U,U,30000,17000,WALK
7410,1509,1,6,1611,0.57,1,2,HBSOCREC,4,2,1,-7,NY,0,9,1,5,2,1,5,2,8,76,2,U,U,17000,30000,WALK
7411,1510,1,1,1015,12.696,3,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,10,47,2,T,R,3000,50,PASSENGER
7412,1510,1,2,1200,12.727,3,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,8,47,2,R,T,50,3000,PASSENGER
7413,1510,1,3,1910,1.655,3,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,10,47,2,T,T,3000,7000,PASSENGER
7414,1510,1,4,2100,0.305,1,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,10,47,2,T,R,7000,50,WALK
7415,1510,1,5,2115,0.276,1,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,10,47,2,R,T,50,7000,WALK
7416,1510,1,6,2121,1.67,3,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,8,47,2,T,T,7000,3000,PASSENGER
7417,1510,1,7,2220,31.799,3,2,NHB,6,2,1,7,NY,1,1,1,5,2,1,5,1,11,47,2,T,R,3000,50,PASSENGER
7418,1511,2,1,700,0.153,1,2,HBSHOP,7,1,2,11,NY,2,2,1,5,2,1,3,1,3,56,1,U,U,30000,30000,WALK
7419,1511,2,2,720,0.198,1,2,NHB,7,1,2,11,NY,2,2,1,5,2,1,3,1,3,56,1,U,U,30000,30000,WALK
7420,1511,2,3,750,0.049,1,2,HBSHOP,7,1,2,11,NY,2,2,1,5,2,1,3,1,3,56,1,U,U,30000,30000,WALK
7421,1512,1,1,1000,8.922,11,2,HBSHOP,5,2,1,1,CA,0,9,1,4,9,1,3,2,10,65,2,U,U,7000,17000,RAIL
7422,1512,1,2,1400,0.922,11,2,NHB,5,2,1,1,CA,0,9,1,4,9,1,3,2,6,65,2,U,U,17000,7000,RAIL
7423,1512,1,3,1630,7.803,11,2,HBO,5,2,1,1,CA,0,9,1,4,9,1,3,2,6,65,2,U,U,7000,7000,RAIL
7424,1513,2,1,830,5.284,10,2,HBO,3,2,4,1,NY,0,3,1,3,2,1,-1,-1,5,7,2,T,T,750,1500,RAIL
7425,1513,2,2,1500,5.313,10,2,HBO,3,2,4,1,NY,0,3,1,3,2,1,-1,-1,5,7,2,T,T,1500,750,RAIL
7426,1514,1,1,1400,12.804,3,2,HBSHOP,6,2,1,2,WI,0,9,4,6,3,1,3,2,3,68,2,R,T,1500,300,PASSENGER
7427,1514,1,2,1530,15.888,3,2,NHB,6,2,1,2,WI,0,9,4,6,3,1,3,2,3,68,2,T,R,300,50,PASSENGER
7428,1514,1,3,1600,2.705,3,2,NHB,6,2,1,2,WI,0,9,4,6,3,1,3,2,8,68,2,R,R,50,50,PASSENGER
7429,1514,1,4,1830,0.852,3,2,HBSOCREC,6,2,1,2,WI,0,9,4,6,3,1,3,2,8,68,2,R,R,50,1500,PASSENGER
7430,1515,1,1,1130,1.814,3,2,NHB,3,1,1,3,SC,0,1,1,2,5,1,1,2,10,92,2,C,C,3000,1500,PASSENGER
7431,1515,1,2,1208,1.808,3,2,HBSHOP,3,1,1,3,SC,0,1,1,2,5,1,1,2,11,92,2,C,C,1500,3000,PASSENGER
7432,1515,1,3,1240,1.451,3,2,HBSOCREC,3,1,1,3,SC,0,1,1,2,5,1,1,2,10,92,2,C,T,3000,1500,PASSENGER
7433,1515,1,4,1330,13.164,3,2,NHB,3,1,1,3,SC,0,1,1,2,5,1,1,2,10,92,2,T,S,1500,1500,PASSENGER
7434,1515,1,5,1615,10.673,3,2,NHB,3,1,1,3,SC,0,1,1,2,5,1,1,2,10,92,2,S,C,1500,1500,PASSENGER
7435,1515,1,6,1700,0.98,3,2,HBSHOP,3,1,1,3,SC,0,1,1,2,5,1,1,2,10,92,2,C,C,1500,3000,PASSENGER
7436,1516,1,1,1150,1.86,11,2,HBSHOP,3,2,1,1,NC,0,9,1,1,5,2,3,2,3,70,2,C,C,7000,1500,RAIL
7437,1516,1,2,1500,1.86,11,2,HBSHOP,3,2,1,1,NC,0,9,1,1,5,2,3,2,3,70,2,C,C,1500,7000,RAIL
7438,1516,1,3,1700,2.827,3,2,HBSOCREC,3,2,1,1,NC,0,9,1,1,5,2,3,2,8,70,2,C,T,7000,750,PASSENGER
7439,1516,1,4,2100,2.815,3,2,HBSOCREC,3,2,1,1,NC,0,9,1,1,5,2,3,2,8,70,2,T,C,750,7000,PASSENGER
7440,1517,1,1,800,3.151,11,2,HBSOCREC,6,2,1,1,WI,0,1,1,4,3,1,1,2,8,65,2,U,U,3000,17000,RAIL
7441,1517,1,2,1200,6.956,5,2,NHB,6,2,1,1,WI,0,1,1,4,3,1,1,2,3,65,2,U,S,17000,7000,PASSENGER
7442,1517,1,3,1330,11.076,5,2,NHB,6,2,1,1,WI,0,1,1,4,3,1,1,2,3,65,2,S,S,7000,3000,PASSENGER
7443,1517,1,4,1430,9.072,5,2,HBSHOP,6,2,1,1,WI,0,1,1,4,3,1,1,2,8,65,2,S,U,3000,3000,PASSENGER
7444,1518,1,1,1230,2.484,3,2,HBSHOP,2,2,1,2,GA,0,1,1,1,5,2,2,2,3,54,1,C,S,3000,1500,PASSENGER
7445,1518,1,2,1400,1.591,3,2,NHB,2,2,1,2,GA,0,1,1,1,5,2,2,2,3,54,1,S,C,1500,3000,PASSENGER
7446,1518,1,3,1445,1.149,3,2,HBSHOP,2,2,1,2,GA,0,1,1,1,5,2,2,2,3,54,1,C,C,3000,3000,PASSENGER
7447,1519,1,1,1000,1.101,2,2,HBSHOP,3,2,2,2,ID,0,10,1,2,8,1,4,2,3,61,2,C,C,7000,3000,CYCLE
7448,1519,1,2,1145,1.101,2,2,HBSHOP,3,2,2,2,ID,0,10,1,2,8,1,4,2,3,61,2,C,C,3000,7000,CYCLE
7449,1520,1,1,845,2.178,11,2,HBO,7,2,1,1,NC,0,1,1,1,5,2,1,2,4,64,2,T,S,750,1500,RAIL
7450,1520,1,2,1400,1.245,1,2,NHB,7,2,1,1,NC,0,1,1,1,5,2,1,2,3,64,2,S,S,1500,1500,WALK
7451,1520,1,3,1454,0.67,1,2,NHB,7,2,1,1,NC,0,1,1,1,5,2,1,2,11,64,2,S,S,1500,1500,WALK
7452,1520,1,4,1457,1.206,1,2,NHB,7,2,1,1,NC,0,1,1,1,5,2,1,2,11,64,2,S,T,1500,750,WALK
7453,1520,1,5,1520,0.396,1,2,HBO,7,2,1,1,NC,0,1,1,1,5,2,1,2,4,64,2,T,T,750,750,WALK
7454,1521,1,1,800,1.43,3,2,HBSHOP,5,2,2,1,CA,0,10,1,4,9,3,3,2,3,80,2,U,U,7000,7000,PASSENGER
7455,1521,1,2,900,34.322,3,2,NHB,5,2,2,1,CA,0,10,1,4,9,3,3,2,3,80,2,U,U,7000,17000,PASSENGER
7456,1521,1,3,1200,33.945,3,2,HBSHOP,5,2,2,1,CA,0,10,1,4,9,3,3,2,3,80,2,U,U,17000,7000,PASSENGER
7457,1522,1,1,915,2.456,11,2,HBSOCREC,2,2,2,3,CA,0,10,1,5,9,97,4,2,10,85,2,U,U,17000,7000,RAIL
7458,1522,1,2,1130,0.357,1,2,NHB,2,2,2,3,CA,0,10,1,5,9,97,4,2,10,85,2,U,U,7000,7000,WALK
7459,1522,1,3,1230,5.158,11,2,HBSHOP,2,2,2,3,CA,0,10,1,5,9,97,4,2,10,85,2,U,U,7000,17000,RAIL
7460,1522,1,4,1710,8.094,3,2,HBO,2,2,2,3,CA,0,10,1,5,9,97,4,2,5,85,2,U,U,17000,17000,PASSENGER
7461,1522,1,5,2135,8.337,3,2,HBO,2,2,2,3,CA,0,10,1,5,9,97,4,2,5,85,2,U,U,17000,17000,PASSENGER
7462,1522,2,1,1100,3.393,11,2,HBO,2,2,2,3,CA,0,10,1,5,9,97,3,2,5,66,2,U,U,17000,30000,RAIL
7463,1522,2,2,1445,0.721,11,2,NHB,2,2,2,3,CA,0,10,1,5,9,97,3,2,4,66,2,U,U,30000,30000,RAIL
7464,1522,2,3,1530,0.111,1,2,NHB,2,2,2,3,CA,0,10,1,5,9,97,3,2,10,66,2,U,U,30000,30000,WALK
7465,1522,2,4,1645,4.184,11,2,NHB,2,2,2,3,CA,0,10,1,5,9,97,3,2,10,66,2,U,U,30000,17000,RAIL
7466,1522,2,5,1800,0.261,1,2,NHB,2,2,2,3,CA,0,10,1,5,9,97,3,2,5,66,2,U,U,17000,17000,WALK
7467,1522,2,6,2030,7.127,11,2,HBO,2,2,2,3,CA,0,10,1,5,9,97,3,2,5,66,2,U,U,17000,17000,RAIL
7468,1523,1,1,1100,0.641,3,2,HBSHOP,3,2,3,3,SC,0,4,1,1,5,2,3,2,3,67,1,C,C,1500,1500,PASSENGER
7469,1523,1,2,1130,4.31,3,2,NHB,3,2,3,3,SC,0,4,1,1,5,2,3,2,3,67,1,C,T,1500,300,PASSENGER
7470,1523,1,3,1400,4.957,3,2,HBSHOP,3,2,3,3,SC,0,4,1,1,5,2,3,2,3,67,1,T,C,300,1500,PASSENGER
7471,1523,2,1,1100,0.641,3,2,HBSHOP,3,2,3,3,SC,0,4,1,1,5,2,2,2,3,24,2,C,C,1500,1500,DRIVE
7472,1523,2,2,1130,4.31,3,2,NHB,3,2,3,3,SC,0,4,1,1,5,2,2,2,3,24,2,C,T,1500,300,DRIVE
7473,1523,2,3,1400,4.957,3,2,HBSHOP,3,2,3,3,SC,0,4,1,1,5,2,2,2,3,24,2,T,C,300,1500,DRIVE
7474,1523,3,1,630,1.589,10,2,HBO,3,2,3,3,SC,0,4,1,1,5,2,-1,-1,5,5,2,C,T,1500,750,RAIL
7475,1523,3,2,1400,1.589,10,2,HBO,3,2,3,3,SC,0,4,1,1,5,2,-1,-1,5,5,2,T,C,750,1500,RAIL
7476,1524,1,1,800,0.29,1,2,HBSHOP,6,2,1,1,NY,0,9,1,1,2,6,3,2,3,58,2,S,S,3000,3000,WALK
7477,1524,1,2,845,0.29,1,2,HBSHOP,6,2,1,1,NY,0,9,1,1,2,6,3,2,3,58,2,S,S,3000,3000,WALK
7478,1525,3,1,700,2.406,10,2,HBO,3,2,3,1,WI,0,6,2,6,3,1,-1,-1,5,8,2,T,T,750,750,RAIL
7479,1525,3,2,1530,2.368,10,2,HBO,3,2,3,1,WI,0,6,2,6,3,1,-1,-1,5,8,2,T,T,750,750,RAIL
7480,1526,1,1,730,1.951,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,2,2,4,27,2,T,T,750,750,RAIL
7481,1526,1,2,930,1.952,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,2,2,4,27,2,T,T,750,750,RAIL
7482,1526,1,3,1500,1.951,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,2,2,4,27,2,T,T,750,750,RAIL
7483,1526,1,4,1730,1.952,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,2,2,4,27,2,T,T,750,750,RAIL
7484,1526,2,1,730,1.951,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,-1,-1,5,6,1,T,T,750,750,RAIL
7485,1526,2,2,1730,1.952,11,2,HBO,3,2,2,1,SC,0,5,1,1,5,2,-1,-1,5,6,1,T,T,750,750,RAIL
7486,1527,1,1,900,0.619,11,2,HBSHOP,7,2,2,4,NY,0,10,1,1,2,1,4,2,3,74,2,S,S,1500,1500,RAIL
7487,1527,1,2,1015,0.628,1,2,HBSHOP,7,2,2,4,NY,0,10,1,1,2,1,4,2,3,74,2,S,S,1500,1500,WALK
7488,1527,1,3,1100,0.758,11,2,HBSOCREC,7,2,2,4,NY,0,10,1,1,2,1,4,2,8,74,2,S,C,1500,7000,RAIL
7489,1527,1,4,1200,0.158,1,2,NHB,7,2,2,4,NY,0,10,1,1,2,1,4,2,10,74,2,C,C,7000,7000,WALK
7490,1527,1,5,1300,0.669,1,2,HBSHOP,7,2,2,4,NY,0,10,1,1,2,1,4,2,10,74,2,C,S,7000,1500,WALK
7491,1527,1,6,1500,0.196,1,2,HBO,7,2,2,4,NY,0,10,1,1,2,1,4,2,4,74,2,S,S,1500,1500,WALK
7492,1527,1,7,1600,0.196,1,2,HBO,7,2,2,4,NY,0,10,1,1,2,1,4,2,4,74,2,S,S,1500,1500,WALK
7493,1527,1,8,1750,0.758,11,2,HBSOCREC,7,2,2,4,NY,0,10,1,1,2,1,4,2,10,74,2,S,C,1500,7000,RAIL
7494,1527,1,9,2010,0.742,11,2,HBSOCREC,7,2,2,4,NY,0,10,1,1,2,1,4,2,10,74,2,C,S,7000,1500,RAIL
7495,1527,2,1,1050,0.758,11,2,HBSOCREC,7,2,2,4,NY,0,10,1,1,2,1,2,2,8,75,1,S,C,1500,7000,RAIL
7496,1527,2,2,1200,0.157,1,2,NHB,7,2,2,4,NY,0,10,1,1,2,1,2,2,10,75,1,C,C,7000,7000,WALK
7497,1527,2,3,1300,0.669,1,2,HBSHOP,7,2,2,4,NY,0,10,1,1,2,1,2,2,8,75,1,C,S,7000,1500,WALK
7498,1528,1,1,500,0.374,97,2,HBSHOP,5,2,1,1,IA,0,9,1,2,4,1,2,2,10,76,1,C,C,7000,7000,OTHER
7499,1528,1,2,730,0.068,97,2,NHB,5,2,1,1,IA,0,9,1,2,4,1,2,2,3,76,1,C,C,7000,7000,OTHER
7500,1528,1,3,745,0.295,97,2,NHB,5,2,1,1,IA,0,9,1,2,4,1,2,2,8,76,1,C,C,7000,7000,OTHER
7501,1529,1,1,1205,3.184,3,2,HBSHOP,1,2,1,3,WI,1,1,1,2,3,6,4,1,10,25,2,C,S,30000,3000,PASSENGER
7502,1529,1,2,1245,7.344,3,2,NHB,1,2,1,3,WI,1,1,1,2,3,6,4,1,8,25,2,S,S,3000,3000,PASSENGER
7503,1529,1,3,1335,6.976,3,2,NHB,1,2,1,3,WI,1,1,1,2,3,6,4,1,10,25,2,S,C,3000,7000,PASSENGER
7504,1529,1,4,1356,0.066,1,2,NHB,1,2,1,3,WI,1,1,1,2,3,6,4,1,1,25,2,C,C,7000,7000,WALK
7505,1529,1,5,1830,3.814,3,2,HBW,1,2,1,3,WI,1,1,1,2,3,6,4,1,1,25,2,C,C,7000,30000,PASSENGER
7506,1529,1,6,2000,0.916,17,2,HBSOCREC,1,2,1,3,WI,1,1,1,2,3,6,4,1,8,25,2,C,C,30000,30000,TAXI
7507,1529,1,7,2212,1.06,3,2,HBSOCREC,1,2,1,3,WI,1,1,1,2,3,6,4,1,8,25,2,C,C,30000,30000,PASSENGER
7508,1530,1,1,800,0.25,1,1,HBO,3,2,1,1,TX,0,9,4,6,7,1,3,2,10,81,2,R,R,50,50,WALK
7509,1530,1,2,1000,0.25,1,1,HBO,3,2,1,1,TX,0,9,4,6,7,1,3,2,10,81,2,R,R,50,50,WALK
7510,1530,1,3,1200,0.25,1,1,HBO,3,2,1,1,TX,0,9,4,6,7,1,3,2,10,81,2,R,R,50,50,WALK
7511,1530,1,4,1720,0.06,1,2,HBSOCREC,3,2,1,1,TX,0,9,4,6,7,1,3,2,8,81,2,R,R,50,50,WALK
7512,1530,1,5,1753,0.06,1,2,HBSOCREC,3,2,1,1,TX,0,9,4,6,7,1,3,2,8,81,2,R,R,50,50,WALK
7513,1530,1,6,2300,0.222,1,1,HBO,3,2,1,1,TX,0,9,4,6,7,1,3,2,10,81,2,R,R,50,50,WALK
7514,1531,1,1,830,2.93,3,2,HBO,1,2,2,3,CA,0,2,1,5,9,1,2,2,5,59,1,U,U,7000,7000,PASSENGER
7515,1531,1,2,1230,2.921,3,2,HBO,1,2,2,3,CA,0,2,1,5,9,1,2,2,5,59,1,U,U,7000,7000,PASSENGER
7516,1531,2,1,830,2.93,3,2,HBO,1,2,2,3,CA,0,2,1,5,9,1,1,2,5,55,2,U,U,7000,7000,PASSENGER
7517,1531,2,2,1230,2.921,3,2,HBO,1,2,2,3,CA,0,2,1,5,9,1,1,2,5,55,2,U,U,7000,7000,PASSENGER
7518,1532,1,1,700,1.0,1,1,HBO,4,2,1,2,NC,0,1,4,6,5,2,1,2,10,51,2,R,R,750,750,WALK
7519,1532,1,2,900,6.208,3,2,HBW,4,2,1,2,NC,0,1,4,6,5,2,1,2,2,51,2,R,R,750,50,PASSENGER
7520,1532,1,3,930,58.224,11,2,NHB,4,2,1,2,NC,0,1,4,6,5,2,1,2,3,51,2,R,C,50,1500,RAIL
7521,1532,1,4,1215,0.176,1,2,NHB,4,2,1,2,NC,0,1,4,6,5,2,1,2,3,51,2,C,C,1500,3000,WALK
7522,1532,1,5,1255,3.027,11,2,NHB,4,2,1,2,NC,0,1,4,6,5,2,1,2,10,51,2,C,C,3000,3000,RAIL
7523,1532,1,6,1445,40.966,11,2,NHB,4,2,1,2,NC,0,1,4,6,5,2,1,2,10,51,2,C,T,3000,3000,RAIL
7524,1532,1,7,1635,23.605,11,2,HBSHOP,4,2,1,2,NC,0,1,4,6,5,2,1,2,10,51,2,T,R,3000,50,RAIL
7525,1532,1,8,1710,6.208,3,2,HBO,4,2,1,2,NC,0,1,4,6,5,2,1,2,11,51,2,R,R,50,750,PASSENGER
7526,1532,1,9,1800,0.111,1,1,HBSOCREC,4,2,1,2,NC,0,1,4,6,5,2,1,2,8,51,2,R,R,750,750,WALK
7527,1532,1,10,1835,0.5,1,1,HBSOCREC,4,2,1,2,NC,0,1,4,6,5,2,1,2,8,51,2,R,R,750,750,WALK
7528,1533,1,1,930,3.263,13,2,HBSHOP,5,2,1,1,TX,0,9,1,4,7,2,2,2,3,86,2,C,C,7000,17000,OTHER
7529,1533,1,2,1120,3.255,13,2,HBSHOP,5,2,1,1,TX,0,9,1,4,7,2,2,2,3,86,2,C,C,17000,7000,OTHER
7530,1533,1,3,1730,0.222,1,1,HBO,5,2,1,1,TX,0,9,1,4,7,2,2,2,10,86,2,C,C,7000,7000,WALK
7531,1534,1,1,1400,41.115,3,2,HBO,3,2,1,2,SC,0,1,4,6,5,2,2,2,6,54,2,R,C,50,3000,PASSENGER
7532,1534,1,2,1615,20.006,3,2,NHB,3,2,1,2,SC,0,1,4,6,5,2,2,2,3,54,2,C,T,3000,300,PASSENGER
7533,1534,1,3,1745,22.956,3,2,HBSHOP,3,2,1,2,SC,0,1,4,6,5,2,2,2,6,54,2,T,R,300,50,PASSENGER
7534,1534,1,4,1900,1.0,1,1,HBO,3,2,1,2,SC,0,1,4,6,5,2,2,2,10,54,2,R,R,50,50,WALK
7535,1535,1,1,700,1.411,1,2,NHB,6,1,3,10,NY,0,5,1,5,2,1,5,2,10,41,2,U,U,30000,30000,WALK
7536,1535,1,2,900,1.707,1,2,NHB,6,1,3,10,NY,0,5,1,5,2,1,5,2,10,41,2,U,U,30000,30000,WALK
7537,1535,1,3,1230,1.256,16,2,NHB,6,1,3,10,NY,0,5,1,5,2,1,5,2,10,41,2,U,U,30000,30000,BUS
7538,1535,1,4,1400,1.543,1,2,NHB,6,1,3,10,NY,0,5,1,5,2,1,5,2,5,41,2,U,U,30000,30000,WALK
7539,1535,1,5,2000,5.871,17,2,NHB,6,1,3,10,NY,0,5,1,5,2,1,5,2,10,41,2,U,U,30000,30000,TAXI
7540,1535,1,6,200,5.79,17,2,HBSOCREC,6,1,3,10,NY,0,5,1,5,2,1,5,2,10,41,2,U,U,30000,30000,TAXI
7541,1535,2,1,745,0.367,1,2,HBO,6,1,3,10,NY,0,5,1,5,2,1,-1,-1,5,13,1,U,U,30000,30000,WALK
7542,1535,2,2,1500,0.367,1,2,HBO,6,1,3,10,NY,0,5,1,5,2,1,-1,-1,5,13,1,U,U,30000,30000,WALK
7543,1535,3,1,700,1.412,1,2,HBO,6,1,3,10,NY,0,5,1,5,2,1,-1,-1,5,9,1,U,U,30000,30000,WALK
7544,1535,3,2,1440,2.57,10,2,HBO,6,1,3,10,NY,0,5,1,5,2,1,-1,-1,5,9,1,U,U,30000,30000,RAIL
7545,1536,1,1,1000,0.11,1,2,HBSOCREC,7,1,1,1,NY,0,1,4,6,2,1,2,2,8,54,2,R,R,300,300,WALK
7546,1536,1,2,1010,0.11,1,2,HBSOCREC,7,1,1,1,NY,0,1,4,6,2,1,2,2,8,54,2,R,R,300,300,WALK
7547,1537,1,1,530,2.311,11,2,NHB,4,2,3,1,NC,1,7,1,1,5,4,3,1,1,49,2,T,T,1500,750,RAIL
7548,1537,1,2,1100,2.27,11,2,NHB,4,2,3,1,NC,1,7,1,1,5,4,3,1,4,49,2,T,C,750,1500,RAIL
7549,1537,1,3,1215,3.576,11,2,HBO,4,2,3,1,NC,1,7,1,1,5,4,3,1,4,49,2,C,T,1500,1500,RAIL
7550,1537,2,1,1400,3.678,11,2,HBO,4,2,3,1,NC,1,7,1,1,5,4,1,2,6,20,1,T,C,1500,1500,RAIL
7551,1537,2,2,1615,3.678,11,2,HBO,4,2,3,1,NC,1,7,1,1,5,4,1,2,6,20,1,C,T,1500,1500,RAIL
7552,1537,3,1,1330,2.816,11,2,HBO,4,2,3,1,NC,1,7,1,1,5,4,2,2,4,17,2,T,T,1500,300,RAIL
7553,1537,3,2,1500,2.817,11,2,HBO,4,2,3,1,NC,1,7,1,1,5,4,2,2,4,17,2,T,T,300,1500,RAIL
7554,1538,1,1,1039,1.527,3,2,HBSHOP,1,2,1,7,CA,0,9,1,2,9,1,3,2,3,92,1,S,S,7000,7000,PASSENGER
7555,1538,1,2,1103,1.667,3,2,HBSHOP,1,2,1,7,CA,0,9,1,2,9,1,3,2,3,92,1,S,S,7000,7000,PASSENGER
7556,1539,1,1,1000,2.617,11,2,HBO,5,2,2,1,SC,1,3,1,3,5,2,1,1,6,25,2,C,C,17000,3000,RAIL
7557,1539,1,2,1300,0.798,11,2,NHB,5,2,2,1,SC,1,3,1,3,5,2,1,1,8,25,2,C,C,3000,3000,RAIL
7558,1539,1,3,1500,2.513,11,2,HBSOCREC,5,2,2,1,SC,1,3,1,3,5,2,1,1,6,25,2,C,C,3000,17000,RAIL
7559,1540,3,1,800,16.297,11,2,HBSOCREC,1,2,8,2,DC,0,6,1,5,5,1,2,2,10,19,1,U,S,17000,1500,RAIL
7560,1540,3,2,2020,13.475,11,2,HBSOCREC,1,2,8,2,DC,0,6,1,5,5,1,2,2,10,19,1,S,U,1500,17000,RAIL
7561,1541,1,1,813,0.856,1,2,HBSHOP,5,97,1,1,TX,0,1,1,4,7,1,1,2,10,22,1,U,U,7000,3000,WALK
7562,1541,1,2,827,0.845,1,2,NHB,5,97,1,1,TX,0,1,1,4,7,1,1,2,4,22,1,U,U,3000,7000,WALK
7563,1541,1,3,930,0.218,1,2,NHB,5,97,1,1,TX,0,1,1,4,7,1,1,2,4,22,1,U,U,7000,3000,WALK
7564,1541,1,4,1232,0.263,1,2,HBO,5,97,1,1,TX,0,1,1,4,7,1,1,2,4,22,1,U,U,3000,7000,WALK
7565,1541,1,5,1459,0.856,1,2,HBSHOP,5,97,1,1,TX,0,1,1,4,7,1,1,2,10,22,1,U,U,7000,3000,WALK
7566,1541,1,6,1515,0.856,1,2,HBSHOP,5,97,1,1,TX,0,1,1,4,7,1,1,2,10,22,1,U,U,3000,7000,WALK
7567,1541,1,7,1802,0.884,1,2,HBSHOP,5,97,1,1,TX,0,1,1,4,7,1,1,2,3,22,1,U,U,7000,3000,WALK
7568,1541,1,8,2002,0.883,1,2,HBSHOP,5,97,1,1,TX,0,1,1,4,7,1,1,2,3,22,1,U,U,3000,7000,WALK
7569,1542,1,1,500,0.432,1,2,HBSOCREC,1,2,1,1,TX,0,1,1,4,7,2,2,2,10,50,1,U,U,3000,7000,WALK
7570,1542,1,2,530,0.432,1,2,HBSOCREC,1,2,1,1,TX,0,1,1,4,7,2,2,2,10,50,1,U,U,7000,3000,WALK
7571,1542,1,3,800,0.425,1,2,HBSOCREC,1,2,1,1,TX,0,1,1,4,7,2,2,2,8,50,1,U,U,3000,3000,WALK
7572,1542,1,4,900,0.425,1,2,HBSOCREC,1,2,1,1,TX,0,1,1,4,7,2,2,2,8,50,1,U,U,3000,3000,WALK
7573,1542,1,5,1610,9.622,3,2,HBO,1,2,1,1,TX,0,1,1,4,7,2,2,2,5,50,1,U,C,3000,17000,PASSENGER
7574,1542,1,6,1945,8.307,3,2,HBO,1,2,1,1,TX,0,1,1,4,7,2,2,2,5,50,1,C,U,17000,3000,PASSENGER
7575,1543,1,1,1200,15.548,3,2,HBSHOP,2,2,1,4,CA,0,1,1,1,9,1,5,2,10,81,2,C,T,7000,1500,PASSENGER
7576,1543,1,2,1400,16.192,3,2,HBSHOP,2,2,1,4,CA,0,1,1,1,9,1,5,2,10,81,2,T,C,1500,7000,PASSENGER
7577,1544,1,1,1330,5.061,11,2,HBO,4,2,2,7,NY,2,7,1,5,2,2,3,1,6,51,2,U,U,7000,30000,RAIL
7578,1544,1,2,1700,4.134,16,2,HBO,4,2,2,7,NY,2,7,1,5,2,2,3,1,6,51,2,U,U,30000,7000,BUS
7579,1544,2,1,830,2.936,11,2,HBW,4,2,2,7,NY,2,7,1,5,2,2,2,1,1,18,2,U,U,7000,7000,RAIL
7580,1544,2,2,1300,13.146,16,2,NHB,4,2,2,7,NY,2,7,1,5,2,2,2,1,5,18,2,U,U,7000,30000,BUS
7581,1544,2,3,2000,12.921,16,2,HBO,4,2,2,7,NY,2,7,1,5,2,2,2,1,1,18,2,U,U,30000,7000,BUS
7582,1545,1,1,930,4.302,3,2,HBSHOP,5,2,3,5,CA,1,8,1,4,9,2,3,2,4,45,2,U,S,7000,7000,PASSENGER
7583,1545,1,2,1005,0.154,1,2,NHB,5,2,3,5,CA,1,8,1,4,9,2,3,2,3,45,2,S,S,7000,7000,WALK
7584,1545,1,3,1230,4.328,3,2,NHB,5,2,3,5,CA,1,8,1,4,9,2,3,2,4,45,2,S,U,7000,7000,PASSENGER
7585,1545,1,4,1315,2.789,3,2,HBSHOP,5,2,3,5,CA,1,8,1,4,9,2,3,2,3,45,2,U,U,7000,7000,PASSENGER
7586,1545,1,5,1730,0.252,1,2,HBSOCREC,5,2,3,5,CA,1,8,1,4,9,2,3,2,10,45,2,U,U,7000,7000,WALK
7587,1545,1,6,1900,0.252,1,2,HBSOCREC,5,2,3,5,CA,1,8,1,4,9,2,3,2,10,45,2,U,U,7000,7000,WALK
